id,adress,latitude,longitude
1,Libraire Momie  29  Rue des Godrans  Centre-Ville  Dijon  Côte-d'Or  Bourgogne-Franche-Comté  France métropolitaine  21000  France,47.32409766778171, 5.038762771626334
2,28 bis  Rue Jean-Jacques Rousseau  Centre-Ville  Dijon  Côte-d'Or  Bourgogne-Franche-Comté  France métropolitaine  21000  France,47.325127241789204, 5.0446364921915181
